Estimate Total Population,Male Estimate Total,Male Margin od Error Total,Estimate Total Income,Estimate Mean income (dollars),Margin of Error Mean income (dollars),Estimate Margin of Error Total,Estimate Total Insured,Margin of Error Total Insured,Estimate Total Uninsured,Margin of Error Total Uninsured,Estimate Total Poverty,Margin of Error Total Poverty,Estimate Below Poverty,Margin of Error Below Poverty,Estimate Number Population 16 years and over,Margin of Error Number Population 16 years and over,Estimate Percent Unemployed,Margin of Error Percent Unemployed,Estimate PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL,Margin of Error PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL,Population
624594,307874,1372,254851,2815,92503,2938,618622,345,22994,2434,600077,990,71329,5685,519521,1311,3.9,0.5,7.7,1.0,623657
8411808,4135485,5825,3120692,13161,110321,1002,8199576,4534,714884,21273,8158241,3830,896440,28235,6761091,5909,5.0,0.2,7.6,0.3,8470020
7288000,3639726,3669,2768076,8506,105101,1208,7184110,3147,428092,14567,7156306,2413,805691,22400,5841524,4882,5.4,0.2,7.1,0.3,7405743
1831102,900913,3026,722125,5656,71880,1493,1802572,374,95882,6169,1779919,1541,319063,13661,1499100,2646,7.6,0.5,12.9,0.8,1815857
5778709,2872921,3718,2326998,7745,90361,905,5706681,824,300206,9992,5628565,2951,661565,19715,4646895,3578,4.1,0.2,7.7,0.4,5795483
585501,298205,2006,223619,4088,88958,3063,576027,635,66513,5910,571169,936,64663,5547,459694,2167,5.6,0.6,6.3,1.0,579315
3411307,1625567,3242,1208438,9900,35235,850,3384148,818,208181,10502,3379483,1634,1469382,26573,2809340,2920,16.2,0.7,39.4,0.8,3337177
4874747,2359896,5397,1841665,12421,79810,1098,4793512,2005,448926,16295,4752560,2493,802656,24897,3906384,4456,5.8,0.3,12.8,0.5,4887871
739795,385776,2177,250741,3074,104901,3339,716178,2175,97796,6010,720472,1555,80012,7303,573196,1289,7.6,0.7,7.4,0.9,737438
7016270,3487722,3229,2552972,11005,89647,891,6908121,2138,694790,20212,6856067,3981,1018935,28419,5571583,4735,5.8,0.3,10.7,0.4,7171646
3004279,1479682,4363,1153082,8560,76134,1261,2949305,1321,231802,10148,2916321,2511,478365,17030,2375324,3142,5.6,0.3,11.6,0.6,3013825
39536653,19650051,4631,13005097,17539,113488,642,39046835,5485,2796589,34155,38793027,8845,5160208,71947,31510759,11155,5.9,0.1,9.6,0.2,39557045
5607154,2820169,3314,2139207,8774,109022,1369,5514070,3163,414077,13107,5483104,3121,564312,17223,4488813,4636,4.2,0.2,6.7,0.3,5695564
3588184,1750647,2313,1356762,6513,129913,2323,3536522,1187,193796,11947,3482584,1446,334128,18741,2937891,3242,6.1,0.3,6.4,0.5,3572665
961939,465510,1455,357937,4266,101186,3321,947259,967,51243,5335,934947,1486,126986,9341,781963,1680,5.3,0.7,9.2,1.0,967171
693972,329078,543,281475,3302,155436,6125,683808,611,26011,4044,660642,544,109920,7135,579654,1066,6.6,0.7,13.3,1.3,702455
20984400,10254267,6257,7689964,22835,88588,675,20678704,3256,2676147,42715,20569920,5871,2889506,57828,17280632,7551,5.5,0.1,10.1,0.2,21299325
10429379,5070721,7009,3745074,16431,91908,902,10241594,3158,1375176,29378,10154747,5504,1517702,49244,8196727,6599,5.8,0.2,11.1,0.4,10519475
1427538,716350,1229,458078,4221,111297,2171,1373202,2427,52827,4819,1388550,1566,132549,8537,1153457,1583,4.2,0.4,7.4,0.7,1420491
1716943,862720,2562,625135,5980,82950,2352,1695273,1260,172013,8725,1686491,1808,216309,12513,1328549,2458,4.1,0.4,8.6,0.8,1754208
12802023,6294900,4043,4808672,14430,105077,719,12620126,1888,859257,23449,12503720,3612,1569753,35647,10249521,6130,6.1,0.2,9.0,0.3,12741080
6666818,3286152,4731,2557299,10669,85034,954,6568434,898,536399,17726,6463636,3761,871247,27337,5275305,4784,4.7,0.2,9.2,0.4,6691878
3145711,1562265,3423,1257505,6773,91680,1305,3102179,690,146017,7768,3044685,1941,326636,11546,2498697,3204,3.6,0.2,6.7,0.4,3156145
2913123,1452573,3593,1128983,6821,91517,1402,2855454,1638,249392,10709,2827376,2621,336487,14398,2279858,3698,4.2,0.2,7.9,0.4,2911510
4454189,2194850,3942,1725034,10346,80079,1027,4370940,1538,235227,12398,4316917,3015,744239,20861,3553101,4391,5.5,0.2,12.9,0.5,4468402
4684333,2289695,5223,1737123,11255,79996,1129,4580258,1767,382649,13089,4553037,2611,899039,27219,3699819,4896,6.5,0.3,14.7,0.6,4659978
1335907,654763,1582,540959,6050,89287,2232,1321649,577,107067,6271,1301216,1023,144012,7961,1114189,1976,4.2,0.4,6.3,0.6,1338404
6052177,2935822,3231,2207343,8135,123678,1277,5957871,2105,365597,14876,5915309,2385,549171,21371,4855374,4269,5.2,0.2,6.2,0.3,6042718
6859819,3333270,2435,2604954,9148,127223,1385,6785622,1021,189801,9570,6622444,3515,692201,22499,5660731,3845,4.6,0.2,7.2,0.3,6902149
9962311,4907242,3801,3930017,12926,90138,716,9853156,970,509539,14890,9730205,4206,1377766,28586,8052502,5426,5.9,0.2,9.7,0.3,9995915
5576606,2780714,3477,2162211,7968,109540,1140,5519199,675,242509,10683,5450582,2783,517476,15252,4422835,3762,3.6,0.2,5.8,0.3,5611179
2984100,1446473,5342,1091980,9693,71819,1429,2920808,1463,351754,14730,2889851,1968,571219,15607,2351836,3809,7.0,0.5,14.9,0.7,2986530
6113532,3002694,5152,2385135,13054,87144,954,6000326,1538,548271,16930,5928516,4473,795732,21880,4885700,6327,4.6,0.2,9.2,0.4,6126452
1050493,526357,2053,423091,4068,86122,2618,1036245,559,87709,5597,1024513,1940,127777,8406,846678,1924,3.5,0.4,7.7,0.9,1062305
1920076,959273,2628,754490,4583,92849,1644,1891453,931,156784,7400,1865038,1585,200909,11487,1496751,2116,3.3,0.3,7.2,0.7,1929268
2998039,1506252,2138,1094613,6821,89666,1600,2962236,1424,332624,13150,2954279,2075,384120,18511,2390188,2895,5.9,0.4,9.1,0.6,3034392
1342795,665741,2040,528700,4349,111903,2408,1325016,952,77059,5460,1298898,1427,99966,7412,1118608,2030,3.8,0.4,4.9,0.6,1356458
9005644,4396848,2405,3218798,8951,128266,1096,8902432,1561,688068,17450,8831200,2566,882673,28071,7265350,4893,5.3,0.2,7.3,0.3,8908520
2088070,1034144,3903,767705,6614,76126,1647,2054301,1433,186996,11840,2044187,1832,401755,16280,1654690,3340,6.6,0.6,15.2,0.8,2095428
19849399,9637896,4655,7304332,18884,113760,1088,19608066,2106,1112942,26717,19337685,4757,2722257,47366,16178211,7699,5.5,0.1,10.4,0.2,19542209
10273419,4998538,6368,3955069,14774,88118,795,10070781,3392,1075983,24107,10009042,3839,1471339,35219,8248651,6068,5.3,0.2,10.6,0.3,10383620
755393,388300,1955,316306,3300,100402,2989,738177,1431,55582,4725,729355,1188,75279,5405,599020,1466,2.9,0.4,6.1,0.7,760077
11658609,5709254,5453,4667192,13650,88326,775,11485078,1447,686014,22201,11330762,4496,1582931,31003,9366669,5590,5.2,0.2,9.8,0.3,11689442
3930864,1948986,3727,1470364,5913,80270,1039,3851302,1847,545483,11559,3814990,2186,603864,16323,3075002,3013,5.4,0.3,11.6,0.5,3943079
4142776,2054016,3867,1603635,8695,94331,1296,4102901,1020,280816,12133,4064467,2475,537974,19115,3370795,3901,5.1,0.3,8.8,0.5,4190713
12805537,6272521,3801,5008751,12653,98834,694,12602472,1128,692203,21008,12398112,4585,1548720,31552,10459220,4797,5.3,0.2,8.1,0.3,12807060
1059639,513198,1829,408748,4427,104534,2793,1044111,858,48190,4466,1018556,943,118367,9887,877959,1866,5.7,0.6,7.9,1.1,1057315
5024369,2436902,5724,1905100,10277,83365,1272,4928260,2320,541533,16810,4882720,2812,751907,19900,4049809,4460,5.8,0.3,11.3,0.4,5084127
869666,438429,2741,344260,3147,88962,2523,851826,955,77338,4822,838991,1814,109099,6423,679688,1591,3.5,0.5,8.4,0.8,882235
6715984,3272135,5451,2588655,10916,85424,1219,6612552,2386,629142,18999,6555389,3060,980284,25177,5385691,5626,4.9,0.3,10.9,0.4,6770010
28304596,14062701,9000,9623874,22217,94376,563,27836924,4153,4816968,48225,27676343,7676,4076905,62508,21761733,11356,5.1,0.1,11.3,0.2,28701845
3101833,1563433,2805,975448,5045,96840,1710,3076318,925,281753,12306,3052633,2684,296557,16717,2278695,3141,3.6,0.3,6.7,0.5,3161105
623657,307810,1172,256629,3631,93647,2956,617556,273,28111,2741,599862,654,67841,5946,519579,1423,3.8,0.5,7.0,1.0,626299
8470020,4163754,5887,3120880,13665,113234,1181,8256810,4827,729179,21272,8221024,3096,874483,27673,6813344,5649,4.6,0.2,7.1,0.3,8517685
7405743,3698615,3278,2840377,11168,110005,1092,7299812,2782,446106,15064,7273713,3235,802159,24114,5939508,5088,4.9,0.2,7.1,0.3,7535591
1815857,897166,3107,715308,7000,71551,1537,1787126,719,108889,7091,1762467,2041,336301,14216,1485052,2794,6.7,0.6,14.1,0.9,1805832
5795483,2880454,3795,2350293,7563,93538,972,5723963,784,309404,10822,5645194,2570,639564,18029,4662901,4542,3.5,0.2,7.1,0.3,5813568
579315,295779,2452,225796,3968,90001,3561,568891,1060,69715,6810,565242,890,64054,6154,456056,2011,5.2,0.8,7.6,1.2,577737
3337177,1591997,4788,1191305,10722,35244,979,3309977,1047,227523,12360,3306715,1129,1468798,31819,2771523,3026,16.4,0.7,40.9,1.0,3195153
4887871,2369271,5051,1855184,11821,82884,1100,4810094,1546,481259,15092,4763828,2786,800422,20616,3930579,4602,5.6,0.3,12.2,0.5,4903185
737438,382952,1441,254551,3266,109619,3025,713033,1423,90128,6215,720869,846,78620,7217,572880,1180,6.8,0.5,7.5,1.0,731545
7171646,3565129,2355,2614298,11305,92154,1142,7064799,2070,749977,23819,7013444,3179,983499,28300,5714007,4931,5.4,0.2,9.9,0.4,7278717
3013825,1476680,3794,1156347,7393,79300,1676,2960503,988,243585,9591,2925448,2347,504504,19795,2389608,4168,4.5,0.3,12.7,0.7,3017804
39557045,19673553,5449,13072122,21485,119820,592,39062465,5627,2825620,42668,38818454,7167,4969326,62249,31575203,11276,5.5,0.1,9.1,0.2,39512223
5695564,2864761,4727,2176757,7548,114334,1397,5604105,2082,421644,17082,5577020,2234,537492,18885,4570149,4715,3.9,0.2,6.2,0.3,5758736
3572665,1740533,2353,1378091,6923,135132,2129,3523842,1078,186923,10844,3468263,1416,361377,14037,2933506,3056,5.5,0.3,7.1,0.4,3565287
967171,467924,1358,367671,3933,99558,2852,952211,1135,53962,6377,940786,1409,117242,9236,788299,1405,5.7,0.6,8.4,1.0,973764
702455,334208,1421,287476,2752,165174,6305,692817,606,21897,3219,669031,717,108055,8920,586358,881,7.5,0.8,11.3,1.6,705749
21299325,10404676,7415,7809358,20825,93126,786,20996007,3241,2728485,40133,20882651,6372,2840977,47549,17561780,7945,5.2,0.1,9.7,0.2,21477737
10519475,5120290,6576,3803012,14400,96467,1164,10334958,2874,1411183,29083,10238658,5792,1468642,34068,8312043,7020,4.8,0.2,10.8,0.3,10617423
1420491,710702,1375,455309,4541,117062,2896,1368549,2598,55799,5028,1382448,1809,122143,8890,1147756,1858,3.8,0.4,5.7,0.6,1415872
1754208,882158,3559,640270,5214,85210,2244,1733484,857,192620,11139,1723154,1641,203264,12603,1357737,3179,4.0,0.4,8.2,0.8,1787065
12741080,6266062,4378,4864864,12677,109310,806,12563908,1621,874608,22182,12447271,3849,1509247,32779,10216304,5459,5.5,0.2,8.5,0.3,12671821
6691878,3295973,5458,2599169,10447,87828,1095,6592504,1089,545123,18662,6489261,4578,852638,24677,5303153,4569,4.4,0.2,9.3,0.4,6732219
3156145,1564888,3527,1267873,7772,93160,1233,3113029,531,147039,8738,3055939,1516,343504,13910,2506580,3373,3.6,0.2,7.2,0.4,3155070
2911510,1449745,3481,1133408,7193,95478,1545,2854774,1728,250355,10268,2825680,2043,338175,14157,2284670,3399,3.8,0.3,8.0,0.5,2913314
4468402,2199021,4805,1732713,8718,81782,1334,4388204,1183,247641,11238,4326305,3844,730408,22182,3572054,3865,5.2,0.3,12.6,0.5,4467673
4659978,2276530,6576,1737220,10627,83031,1295,4556078,1982,363362,13456,4529028,2896,843626,23603,3682861,4138,6.4,0.3,13.6,0.6,4648794
1338404,655734,2071,570307,5261,89437,1651,1323289,517,106187,6436,1301941,1553,151541,7765,1120239,2344,3.5,0.3,7.3,0.7,1344212
6042718,2930350,3655,2215935,9432,128918,1433,5943064,2569,356708,14816,5899819,3071,528203,21054,4852950,4661,4.9,0.2,6.0,0.3,6045680
6902149,3350887,2830,2624294,8879,134463,1312,6830796,760,188907,11175,6665083,2673,663918,20551,5703665,4253,4.8,0.2,6.5,0.3,6892503
9995915,4926816,3192,3957466,12369,93320,782,9888529,864,534551,14231,9774124,3126,1373349,26495,8092018,4711,5.3,0.2,9.5,0.3,9986857
5611179,2793980,3564,2194452,6925,112398,1114,5553564,740,244379,9542,5488344,2504,529077,16528,4451949,3463,3.4,0.2,5.7,0.3,5639632
2986530,1446829,5311,1108630,9460,73550,1422,2919673,1311,354151,11627,2886448,1942,567645,18752,2362681,3923,7.1,0.4,15.0,0.8,2976149
6126452,3003165,4798,2434806,10407,89955,1002,6014742,1422,566327,17546,5943658,3566,786330,21180,4907003,4497,4.2,0.2,9.0,0.4,6137428
1062305,534782,2521,431421,4444,88561,2528,1047075,795,86029,5338,1037462,1216,135114,8427,857868,2302,3.5,0.4,7.7,0.8,1068778
1929268,961213,2773,765490,3878,95522,1662,1900165,832,157612,7596,1875342,1788,206341,9787,1506189,2281,3.5,0.3,7.1,0.5,1934408
3034392,1522374,2263,1129810,6479,93915,1875,2998585,1702,336191,12913,2991978,2471,387327,14864,2420990,3306,5.6,0.3,9.1,0.5,3080156
1356458,669442,2055,531212,5670,117181,2622,1339549,562,77011,4779,1312006,1622,100220,6538,1129682,1937,3.6,0.3,4.7,0.5,1359711
8908520,4350386,2964,3249567,9867,135042,1331,8803988,1605,655000,21066,8739304,2908,832133,26316,7183569,5033,4.9,0.2,6.9,0.3,8882190
2095428,1039641,3109,794093,5137,79184,2000,2060718,1535,196250,11540,2051759,2065,399456,16659,1673778,2565,6.1,0.4,15.1,0.8,2096829
19542209,9491313,4958,7367015,16617,118065,996,19302636,2649,1041233,24198,19037564,4341,2591391,46405,15945017,6563,5.0,0.1,10.0,0.3,19453561
10383620,5052244,6939,4011462,16617,91208,916,10183721,3716,1092046,24592,10100431,4443,1417873,35989,8352567,6453,5.0,0.2,10.2,0.4,10488084
760077,391222,2449,319355,4442,104400,3748,743793,1039,53935,4291,736671,693,78676,5987,601874,1455,2.8,0.4,5.7,0.8,762062
11689442,5732095,5513,4685447,12486,91796,718,11517226,1419,743905,20391,11362304,4398,1578673,37243,9407612,4742,4.9,0.1,9.7,0.3,11689100
3943079,1950076,3761,1485310,6108,83981,1231,3861581,1714,548316,13067,3825027,2627,596949,16807,3089116,3282,4.4,0.2,11.4,0.4,3956971
4190713,2079943,3191,1639970,6988,100844,1370,4151076,824,293107,12582,4113142,3089,516570,19440,3417703,3522,5.0,0.3,8.0,0.5,4217737
12807060,6271620,4457,5070931,12151,100919,753,12604311,1036,699376,16537,12394000,4366,1517870,30308,10470798,5368,4.9,0.1,8.1,0.2,12801989
1057315,515900,1724,406573,4965,105679,3067,1041309,1059,42481,5100,1016469,1124,131205,9492,881487,2582,5.5,0.6,9.1,1.0,1059361
5084127,2468707,5672,1927991,12233,86121,1350,4990240,2332,522459,18516,4944754,2221,755215,23160,4105778,4034,5.3,0.3,10.8,0.4,5148714
882235,445271,2679,345449,3406,90012,3218,864598,699,84707,5276,852419,1438,111626,6667,690183,2661,3.0,0.4,8.0,0.8,884659
6770010,3302191,5463,2603140,11640,86674,1206,6667784,1852,674865,20743,6603013,4007,1011016,27948,5431337,5984,5.5,0.2,11.3,0.4,6829174
28701845,14250184,8510,9776083,21679,98400,614,28243191,4197,5002893,59840,28074573,7348,4180675,65525,22117923,11043,4.9,0.1,11.4,0.2,28995881
3161105,1592457,2658,998891,5079,101654,1422,3135573,903,295364,16878,3110944,2668,280773,15853,2329530,2979,3.2,0.2,6.1,0.5,3205958
626299,308118,1251,261373,3502,97098,3713,620066,406,24988,2911,601261,637,66013,5347,525088,1400,3.8,0.5,6.2,1.0,623989
8517685,4190738,6416,3175524,13138,118509,1342,8301038,4855,731469,21272,8264095,3584,884647,27692,6857913,5817,4.2,0.2,7.1,0.3,8535519
7535591,3766859,3942,2895575,9139,114679,1133,7427599,3185,477284,15161,7400557,3213,759013,23800,6052827,4721,4.3,0.2,6.3,0.3,7614893
1805832,894657,2941,734703,6052,74688,1513,1776965,393,114106,7970,1753476,2196,312188,15244,1487470,2858,5.8,0.5,13.0,0.9,1792147
5813568,2891282,3345,2371960,6714,96441,1092,5740669,1241,313158,10839,5665153,2578,625826,17423,4693498,2902,3.2,0.2,7.0,0.3,5822434
577737,292619,2316,230252,3746,98769,4482,567008,846,59337,4901,563374,898,62301,6775,460122,1622,3.9,0.6,7.1,1.2,578759
3195153,1520415,3192,1179637,9819,36583,885,3171580,573,202914,11156,3165711,1397,1363666,23647,2684285,2522,15.1,0.7,39.7,0.8,3193694
4903185,2369611,5813,1897576,10370,85630,1111,4822514,2254,468901,13321,4781688,3063,739108,24870,3937453,5567,4.9,0.3,11.2,0.5,4893186
731545,380433,2130,252199,3658,115639,4770,705772,2037,86187,5742,713725,1271,71938,7880,569699,1120,5.8,0.7,6.6,1.0,736990
7278717,3620935,2892,2670441,12014,97314,1115,7165904,2678,808643,23247,7116266,3597,958442,33279,5820607,4871,5.1,0.3,9.5,0.4,7174064
3017804,1474705,4896,1163647,8530,81640,1579,2962596,1558,270970,12357,2929117,2439,474739,16707,2401299,3503,4.8,0.3,11.7,0.6,3011873
39512223,19640794,6786,13157873,23844,126354,636,38997581,6171,3001997,41677,38733295,9821,4552837,67995,31617786,11444,5.1,0.1,8.2,0.2,39346023
5758736,2904955,4852,2235103,10026,121598,1354,5664199,2865,453475,16612,5637904,2914,526979,20810,4645780,4327,3.7,0.2,5.8,0.3,5684926
3565287,1743777,2405,1377166,6712,140129,2318,3514562,1468,207184,11125,3460446,2429,347149,13761,2926854,3578,5.3,0.3,6.8,0.4,3570549
973764,470288,1336,376239,3536,109065,3676,956378,1518,62770,6080,944955,1977,106383,10953,792119,1947,4.6,0.6,7.6,1.2,967679
705749,334355,513,291570,3959,175610,6684,696599,606,24506,4421,673041,570,90534,8570,587819,1304,6.3,0.6,8.8,1.6,701974
21477737,10498005,7711,7905832,23042,97822,648,21156770,4768,2784348,44556,21048884,6008,2664772,55731,17719854,8509,4.5,0.1,8.7,0.3,21216924
10617423,5170126,8608,3852714,14425,101205,1271,10420412,3759,1397823,31016,10332523,4968,1373909,35565,8394269,8568,4.8,0.2,9.6,0.3,10516579
1415872,707855,1848,465299,5012,118900,2772,1358715,2695,56479,5194,1379078,1654,128722,11476,1147569,1894,3.9,0.4,6.4,0.8,1420074
1787065,898044,3290,655859,5316,92041,1994,1764911,1043,191195,9554,1753946,2128,195984,13818,1386665,3018,3.3,0.4,7.4,0.8,1754367
12671821,6217305,5143,4866006,12627,115529,1023,12488377,2547,923291,24872,12373209,4984,1420542,37778,10184783,6628,4.8,0.2,7.9,0.3,12716164
6732219,3319907,5799,2597765,12716,94579,1150,6631529,1184,578436,18844,6517430,5728,775823,24457,5346452,5965,4.2,0.2,7.8,0.4,6696893
3155070,1570384,4938,1287221,6606,97137,1464,3111914,664,156062,9889,3058938,2317,341613,16006,2516898,3434,3.7,0.3,7.3,0.5,3150011
2913314,1446287,3677,1138329,6595,99431,1656,2851831,2523,262392,10983,2826818,2181,323189,13737,2292476,3701,3.8,0.3,7.5,0.5,2912619
4467673,2198205,4556,1748732,8789,85541,1178,4384896,1584,282563,13521,4326675,3335,703627,22815,3581569,3669,4.8,0.3,11.8,0.6,4461952
4648794,2268202,5764,1741076,11011,86582,1289,4539690,2739,404253,13527,4515876,2937,857894,28695,3684053,5584,5.5,0.4,14.3,0.7,4664616
1344212,656330,2255,573618,4999,95631,2517,1327623,956,106537,6905,1304100,1939,141803,9329,1128168,2087,3.5,0.4,6.5,0.8,1340825
6045680,2928013,3800,2226767,9709,134975,1473,5945846,2328,356831,15105,5898360,4973,532241,20417,4862424,4514,4.5,0.2,5.8,0.3,6037624
6892503,3345556,2975,2650680,9065,141098,1699,6820969,1160,204079,10474,6656430,3580,625763,19408,5707254,4141,3.9,0.2,6.0,0.3,6873003
9986857,4915905,4462,3969880,12901,97243,854,9879486,1274,571140,17544,9772151,3221,1269062,30302,8095913,5042,5.0,0.2,8.8,0.3,9973907
5639632,2804216,3601,2222568,7740,117331,1235,5580828,759,272612,13106,5515416,3267,494683,17961,4479456,3766,3.2,0.2,5.2,0.3,5600166
2976149,1434957,6365,1100229,9887,77752,1726,2904609,2077,376872,15052,2877843,2543,564192,24018,2360508,4269,6.6,0.6,14.8,0.8,2981835
6137428,3008169,5283,2458337,10406,94190,1173,6020665,2166,603702,18619,5953025,3642,770175,23258,4918035,5687,3.8,0.2,8.8,0.4,6124160
1068778,537170,2159,437651,4637,93962,3154,1053646,851,87141,5669,1042682,1320,131882,8022,869402,2312,4.1,0.5,7.9,0.8,1061705
1934408,966650,2645,771444,4475,99250,1724,1904211,1300,157923,7846,1877629,2210,185761,9589,1509290,2423,3.3,0.3,6.2,0.4,1923826
3080156,1544779,2632,1143557,8281,100842,2063,3043419,1941,347631,13887,3037199,2456,379564,19019,2465233,3752,5.1,0.4,8.7,0.6,3030281
1359711,672960,2157,541396,5389,121093,2716,1343337,756,84024,7524,1316495,2112,95711,7285,1137316,1928,3.0,0.3,4.2,0.6,1355244
8882190,4342591,3793,3286264,9466,140098,1300,8775976,1983,692341,19188,8712974,3246,798262,25821,7168432,4559,4.7,0.2,6.2,0.3,8885418
2096829,1036708,3586,793420,7074,82430,1870,2058918,1889,205156,11524,2053305,2388,373230,15038,1678187,3068,5.5,0.5,13.7,0.8,2097021
19453561,9450810,4777,7446812,13820,126612,1155,19212803,2719,1006528,19834,18932499,7626,2467006,45734,15895561,6654,4.4,0.1,9.3,0.3,19514849
10488084,5094327,7768,4046348,15467,95431,937,10281062,4093,1157280,26006,10199239,5394,1386122,34891,8457219,7206,4.6,0.2,9.6,0.4,10386227
762062,388339,2147,323519,3879,107692,3737,744172,1649,51324,4963,738814,672,78112,6057,602982,2714,2.6,0.4,6.5,1.0,760394
11689100,5732207,6085,4730340,12955,96410,931,11514951,1996,757762,22301,11362386,4412,1484862,31837,9407641,5848,4.6,0.2,9.2,0.3,11675275
3956971,1962477,3770,1495151,7032,89487,1304,3871658,2168,552835,13538,3841763,2141,583029,15382,3110626,3610,4.4,0.2,10.8,0.4,3949342
4217737,2089676,4292,1649352,8550,104266,1628,4175002,1934,299420,13452,4136542,3140,470643,17376,3451654,3757,5.0,0.3,6.6,0.4,4176346
12801989,6272527,4267,5119249,11502,105887,907,12593136,2228,726448,21527,12387178,4860,1489333,38199,10474419,5664,4.5,0.1,8.2,0.3,12794885
1059361,517221,1791,407174,4739,114264,3431,1043753,834,42720,5959,1018586,1047,110244,9715,880978,2150,4.2,0.5,6.6,0.9,1057798
5148714,2485001,6337,1975915,11292,92541,1480,5048513,3456,547666,16718,5003235,3802,692744,27058,4158317,4297,4.7,0.3,9.8,0.6,5091517
884659,449458,2743,353799,3905,93738,2318,867305,718,88337,6034,854648,1432,101946,8090,692113,2208,3.0,0.4,7.3,0.9,879336
6829174,3329115,5649,2654737,12964,92930,1109,6719315,2809,681647,20293,6656385,3422,922176,25901,5487875,6599,4.5,0.2,10.0,0.4,6772268
28995881,14385762,10844,9985126,25440,103203,793,28514428,5539,5233960,66634,28361423,8554,3865010,70183,22425612,11166,4.4,0.1,10.5,0.2,28635442
3205958,1610671,2824,1023855,5773,107443,1857,3178394,1835,306856,16028,3157996,2043,281279,15513,2378652,2790,3.2,0.3,6.1,0.5,3151239
623989,309164,1483,262767,3459,102634,3571,618064,329,27741,2906,599030,710,60897,4517,525153,1269,3.4,0.5,5.8,0.9,624340
8535519,4201799,7762,3191847,12998,123432,1491,8303671,6301,658286,21979,8279357,4204,822775,24460,6880704,6309,4.0,0.2,6.5,0.3,8509358
7614893,3807572,4284,2932477,11062,122737,1259,7497453,3993,496047,18913,7470152,4462,730240,26102,6128444,4603,4.6,0.2,6.2,0.3,7512465
1792147,885861,3559,728175,7273,78001,1826,1762052,1241,117644,7804,1739050,2527,278734,14047,1476688,2866,6.0,0.6,11.1,0.9,1807426
5822434,2892804,3518,2386623,7340,100954,1113,5751404,1109,328654,12003,5675557,3164,591486,18294,4707424,3512,3.2,0.2,6.2,0.3,5806975
578759,296005,2436,233128,3322,97241,4038,568859,919,70053,7237,563528,1747,56945,5626,458477,2011,3.6,0.6,6.6,1.1,581348
3193694,1515994,3217,1170982,9101,38273,1031,3169528,931,246065,11791,3167190,936,1376809,24017,2699404,3210,14.1,0.7,39.5,0.9,3255642
4893186,2365734,1090,1888504,5749,86610,677,4813429,1038,455545,8039,4771614,1397,762642,11016,3926842,1888,5.6,0.1,11.6,0.2,5039877
736990,384653,448,255173,1326,112443,1512,711104,874,89765,2897,719445,500,74369,3007,572684,523,7.2,0.3,7.0,0.5,732673
7174064,3564979,458,2643430,6290,97003,632,7065326,1073,747778,10488,7012999,3053,990528,12842,5720956,2248,5.8,0.1,10.1,0.2,7276316
3011873,1478511,1045,1170544,4411,82767,937,2957271,617,245980,6368,2923585,981,470190,8038,2388169,1462,5.2,0.2,11.8,0.3,3025891
39346023,19562882,1263,13103114,18542,124332,420,38838726,2943,2806173,25337,38589882,3672,4853434,39919,31403964,4410,6.2,0.1,9.0,0.1,39237836
5684926,2862153,1020,2137402,4703,119073,762,5588760,1549,436261,8774,5563823,1118,544232,9500,4568027,1544,4.6,0.1,6.1,0.2,5812069
3570549,1741688,351,1385437,3268,139506,1149,3520172,636,179066,5209,3466935,787,339156,7695,2927839,1506,6.0,0.1,6.7,0.2,3605597
967679,467720,160,370953,1823,107809,1562,951930,591,55571,2589,941266,610,107641,4332,787102,664,5.8,0.4,7.7,0.4,1003384
701974,333137,82,288307,1319,173874,3283,692059,308,25288,2216,669089,488,103391,3390,586181,521,7.1,0.5,11.3,0.6,670050
21216924,10374594,1559,7931313,23200,96492,477,20897188,2259,2646931,30747,20793628,2956,2772939,26520,17486583,3571,5.4,0.1,9.4,0.1,21781128
10516579,5113936,1996,3830264,8096,99832,621,10321846,1943,1345294,18300,10238369,2300,1461572,17326,8296817,3182,5.6,0.1,10.6,0.2,10799566
1420074,712250,139,467932,1883,120352,1396,1365172,1146,52807,2060,1381577,840,127971,4297,1148836,728,4.6,0.2,6.3,0.4,1441553
1754367,879763,828,649299,2233,90514,1202,1732106,482,179490,4958,1722972,837,205676,5392,1360062,1320,4.2,0.2,8.1,0.3,1900923
12716164,6247083,1174,4884061,8585,113734,540,12536614,809,854433,11628,12418504,2377,1488670,18242,10193604,2843,6.0,0.1,8.4,0.1,12671469
6696893,3300350,1169,2602770,6793,91731,512,6597701,479,528176,8136,6491632,2169,838149,12468,5306367,2223,4.7,0.1,8.9,0.2,6805985
3150011,1564436,886,1273941,4037,97161,746,3106492,378,145633,4397,3051284,1014,339090,6616,2504540,1329,3.9,0.1,7.1,0.2,3193079
2912619,1451919,981,1141985,4096,99062,646,2853649,983,249223,4852,2828498,997,323644,6562,2285921,1417,4.1,0.1,7.6,0.2,2934582
4461952,2196522,1182,1748053,5379,85749,645,4379339,598,246078,6514,4322881,1527,717895,10991,3567512,1833,5.4,0.1,12.3,0.2,4509394
